company_name,company_category,description,tag_list,founded_at,country,state,region,funding_total_usd,funded_at,funded_year,funded_quarter,cb_url,homepage_url
Audax Health Solutions,software,Digital Health Care Company,"washington-dc, digital-health, healthit, technology, healthcare",1/1/2010,USA,DC,Washington DC,46917574,8/29/2013,2013,2013-Q3,/company/audax-health-solutions,http://www.audaxhealth.com
iZettle,software,Mobile card payments,mobile-payment,4/1/2010,SWE,,Stockholm,46717120,10/18/2011,2011,2011-Q4,/company/izettle,http://www.izettle.com
Avalara,software,Sales Tax Software,,1/1/2004,USA,WA,Seattle,46575356,6/27/2012,2012,2012-Q2,/company/avalara,http://www.avalara.com
Picsel Technologies,software,Systems Software,,1/1/1998,GBR,,Glasgow,46500000,2/12/2007,2007,2007-Q1,/company/picsel-technologies-limted,http://www.picsel.com
ePAC Technologies,software,Print-on-Demand services,,1/1/1998,USA,CA,SF Bay,46000000,6/29/2006,2006,2006-Q2,/company/epac,http://www.epac.com
Contact Solutions,software,,,1/1/2002,USA,VA,Washington DC,46000000,9/8/2010,2010,2010-Q3,/company/contact-solutions,http://www.contactsolutions.com
Nexenta Systems,software,Enterprise class storage for everyone,"storage, linux, opensolaris, solaris, zfs, nfs, cifs, iscsi, replication, data, software-defined-storage",9/26/2005,USA,CA,SF Bay,45999000,1/18/2012,2012,2012-Q1,/company/nexenta-systems,http://www.nexenta.com
PivotLink,software,retail marketing intelligence/analytics,"marketing, analytics, bi, business-intelligence, dashboards, reporting, saas, on-demand, segmentation, marketing-analytics, retail",1/1/1998,USA,CA,SF Bay,45585068,10/10/2008,2008,2008-Q4,/company/pivotlink-formerly-seatab,http://www.pivotlink.com
"Splashtop, Inc",software,instant internet environment,"instant, internet, environment, launchpad",1/1/2006,USA,CA,SF Bay,45500000,8/1/2006,2006,2006-Q3,/company/devicevm,http://www.splashtop.com
Puppet Labs,software,IT Automation Provider,,1/1/2005,USA,OR,Portland,45500000,6/23/2009,2009,2009-Q2,/company/puppet-labs,http://www.puppetlabs.com
PacketVideo,software,Mobile/Home Multimedia Software,,8/10/1998,USA,CA,San Diego,45500000,7/6/2009,2009,2009-Q3,/company/packetvideo,http://www.packetvideo.com
CacheLogic,software,Digital delivery software,,1/1/2002,GBR,,London,45000000,1/23/2008,2008,2008-Q1,/company/cachelogic,http://cachelogic.com
Happiest Minds,software,Next Gen Disruptive Techology,,8/29/2011,IND,,Bangalore,45000000,11/16/2011,2011,2011-Q4,/company/happiest-minds,http://www.happiestminds.com
Cornerstone OnDemand,software,integrated talent management software,"talent-management, enterprise, learning-management, performance-management, onboarding, internal-recruiting, learning-content, critical-roles, employee-collaboration, succession",11/1/1999,USA,CA,Los Angeles,44700000,3/13/2009,2009,2009-Q1,/company/cornerstone-ondemand,http://www.cornerstoneondemand.com
Delphix,software,Database virtualization,"virtual-database, data-virtualization",6/1/2008,USA,CA,SF Bay,44500000,2/4/2009,2009,2009-Q1,/company/delphix,http://www.delphix.com
Zend Technologies,software,PHP Application Development Solutions,"php, application-development, cloud, web-services, mobile-application-development, saas, paas",1/1/1999,USA,CA,SF Bay,44000000,8/28/2006,2006,2006-Q3,/company/zend-technologies,http://zend.com
SAVO,software,,saas---technology---sales-enablement---sales-effectiveness,3/1/1999,USA,IL,Chicago,44000000,9/1/2005,2005,2005-Q3,/company/savo,http://www.savogroup.com
PatientKeeper,software,,mobile-healthcare-software-patientkeeper,11/16/1996,USA,MA,Boston,43708653,8/10/2008,2008,2008-Q3,/company/patientkeeper,http://www.patientkeeper.com
Jaspersoft,software,open source business software,"business-intelligence, reporting, dashboards, analytics, open-source",1/1/2001,USA,CA,SF Bay,43500000,12/10/2008,2008,2008-Q4,/company/jaspersoft,http://www.jaspersoft.com
INVISION,software,Software Consulting,,1/1/1993,USA,NY,New York,43500000,3/4/2008,2008,2008-Q1,/company/invision,http://www.invisioninc.com
Qosmos,software,Deep Packet Inspection,,1/1/2000,FRA,,Paris,43449200,4/21/2008,2008,2008-Q2,/company/qosmos,http://www.qosmos.com
Roundbox,software,,"mobile, cell-phone",,USA,NJ,Florham Park,43000000,12/15/2008,2008,2008-Q4,/company/roundbox,http://www.roundbox.com
OpVista,software,,"software, networking, cable, telecommunications",1/1/2000,USA,CA,SF Bay,43000000,5/7/2007,2007,2007-Q2,/company/opvista,http://www.opvista.com
The Rainmaker Group,software,,,,USA,GA,Atlanta,42800000,9/13/2011,2011,2011-Q3,/company/the-rainmaker-group,http://www.letitrain.com
Phreesia,software,patient check-in software,"patient-check-in, patient-intake, health-care-technology, hipaa-compliance, electronic-medical-records, emr, medical-history, health-care-kiosks, patient-education, disease-prevention, wellness",2/1/2005,USA,NY,New York,42650000,9/17/2007,2007,2007-Q3,/company/phreesia,http://www.phreesia.com
BroadSoft,software,Innovation calling.,,9/1/1998,USA,MD,Washington DC,42500000,7/17/2007,2007,2007-Q3,/company/broadsoft,http://www.broadsoft.com
Vanu,software,Radio Access Networks,"software-radio, femtocell",1/1/1998,USA,MA,Boston,42150000,9/5/2008,2008,2008-Q3,/company/vanu,http://www.vanu.com
Space-Time Insight,software,Situational Intelligence,,1/1/2007,USA,CA,SF Bay,42000000,2/2/2009,2009,2009-Q1,/company/space-time-insight,http://www.spacetimeinsight.com
YottaMark,software,product traceability and authentication,,1/1/2005,USA,CA,SF Bay,42000000,7/24/2008,2008,2008-Q3,/company/yottamark,http://www.yottamark.com
COADE,software,mechanical engineering software,,1/1/1984,USA,TX,Houston,42000000,8/6/2007,2007,2007-Q3,/company/coade,http://www.coade.com
Booker,software,Cloud-based Software Provider,"cloud-based, software-as-a-service, online-to-offline-commerce, o2o, web-based, service-business, mobile, digital-marketing, business-management-software, marketing-software, spa-software, salon-software, social-commerce, group-buying, local-advertising",10/1/2010,USA,NY,New York,42000000,10/19/2011,2011,2011-Q4,/company/booker-software,http://www.booker.com
DataGravity,software,,,1/1/2012,USA,NH,Nashua,42000000,6/20/2012,2012,2012-Q2,/company/datagravity,http://www.datagravity.com
Xobni,software,Email and contact management platform.,"email-management, contacts-management",3/1/2006,USA,CA,SF Bay,41752000,3/1/2007,2007,2007-Q1,/company/xobni,http://www.xobni.com
PacketFront,software,Broadband Routers,"broadband, network, routers",8/1/2001,SWE,,Stockholm,41095600,7/2/2008,2008,2008-Q3,/company/packetfront,http://www.packetfront.com
Sonatype,software,Leader in Component Lifecycle Management,"apache-maven, open-source, central-repository, hudson, software-development, nexus",1/1/2008,USA,MD,Washington DC,40900000,9/13/2010,2010,2010-Q3,/company/sonatype,http://sonatype.com
Zenoss,software,Systems Management Software,"open-source, commercial, monitoring-software, systems-management",1/1/2005,USA,MD,Washington DC,40800000,1/22/2008,2008,2008-Q1,/company/zenoss,http://www.zenoss.com
Vyatta,software,Network Virtualization Software Provider,,1/1/2005,USA,CA,SF Bay,40800000,6/3/2009,2009,2009-Q2,/company/vyatta,http://www.vyatta.com
Genius.com,software,Marketing Automation & Demand Generation,"sales, marketing-automation, demand-generation-solutions",1/1/2005,USA,CA,SF Bay,40599999,3/1/2006,2006,2006-Q1,/company/genius-com,http://www.genius.com
MediaOcean,software,Powering Media Spend Globally,,1/1/2006,USA,IL,Chicago,40500000,4/18/2008,2008,2008-Q2,/company/mediabank,http://www.mediaocean.com
Qwilt,software,,,1/1/2010,USA,CA,SF Bay,40100000,10/19/2011,2011,2011-Q4,/company/qwilt,http://www.qwilt.com
Splunk,software,Machine data analytics,,10/1/2003,USA,CA,SF Bay,40000000,12/1/2004,2004,2004-Q4,/company/splunk,http://www.splunk.com
LucidLogix Technologies,software,Information Technology,"virtu, gpu-virtualization, intel-sandy-bridge, pc-graphics, graphics-acceleration, hydralogix, nvidia, ati, multi-gpu, integrated-graphics, graphics-rendering, real-time-distributed-processing-engine, consumer-systems",1/1/2004,ISR,,Kfar Netter,40000000,10/24/2008,2008,2008-Q4,/company/lucidlogix-technologies,http://www.lucidlogix.com
Solidcore Systems,software,change control software,,1/1/2002,USA,CA,SF Bay,40000000,4/25/2007,2007,2007-Q2,/company/solidcore-systems,http://www.solidcore.com
Neusoft Group,software,,,1/1/2003,CHN,,Shenyang,40000000,1/1/2006,2006,2006-Q1,/company/neusoft,http://www.neusoft.com
Stripe,software,Payment Processing for Developers,"payment-processing, credit-card, financial-service, ycombinator",,USA,CA,SF Bay,40000000,2/9/2012,2012,2012-Q1,/company/stripe,https://stripe.com
Kinnser Software,software,,,1/1/2003,USA,TX,Austin,40000000,3/26/2012,2012,2012-Q1,/company/kinnser-software,http://www.kinnser.com
ip.access,software,pictocell adn femtocell,femtocell,1/1/2000,GBR,,Cambourne,39683330,3/13/2006,2006,2006-Q1,/company/ip-access,http://www.ipaccess.com
Harmony Information Systems,software,financial management solutions ,,1/1/1998,USA,VA,Washington DC,39500000,10/31/2007,2007,2007-Q4,/company/harmony-information-systems,http://www.harmonyis.com
Verimatrix,software,software-based content security,,1/1/1999,USA,CA,San Diego,39300000,1/26/2005,2005,2005-Q1,/company/verimatrix,http://verimatrix.com
RedSeal Networks,software,Network Infrastructure Security,network-infrastructure-security-management,1/1/2004,USA,CA,SF Bay,39100000,10/1/2009,2009,2009-Q4,/company/redseal-systems,http://www.redsealnetworks.com
StreamBase Systems,software,Complex Event Processing,,1/1/2003,USA,MA,Boston,39000000,1/9/2009,2009,2009-Q1,/company/streambase-systems,http://www.streambase.com
Panaya,software,ERP Services,,1/1/2006,USA,CA,SF Bay,39000000,8/10/2009,2009,2009-Q3,/company/panaya,http://www.panaya.com
Centric Software,software,Product Lifecycle Management,"supply-chain-management, product-lifecycle-management",1/1/1997,USA,CA,SF Bay,38399999,1/15/2008,2008,2008-Q1,/company/centric-software,http://www.centricsoftware.com/index.asp
Asana,software,Do great things.,"task-management, collaboration",1/1/2009,USA,CA,SF Bay,38200000,11/24/2009,2009,2009-Q4,/company/asana,http://www.asana.com
ScrollMotion,software,Mobile Application Platform,"mobile, application, platform, software, enterprise, ipad",1/1/2008,USA,NY,New York,38100000,10/15/2012,2012,2012-Q4,/company/scrollmotion,http://www.scrollmotion.com
Pano Logic,software,Server-based desktop virtualization,,1/1/2006,USA,CA,SF Bay,38000000,1/30/2008,2008,2008-Q1,/company/pano-logic,http://www.panologic.com
XenSource,software,,,1/1/2004,USA,CA,SF Bay,38000000,10/31/2006,2006,2006-Q4,/company/xensource,
UNIFY,software,application development,,1/1/1980,USA,CA,Sacramento,38000000,6/29/2010,2010,2010-Q2,/company/unify,http://www.unify.com
Message Systems,software,"email, SMS messaging, deliverability","email, deliverability, dk, dkim, strongmail, authentication, goodmail, facebook, myspace, port25, bizanga, coldspark, powermta, salesforce, zynga, paypal, linkedin, momentum, ecelerity, smtp, returnpath, habeas, ironport, isp",1/1/1997,USA,MD,Washington DC,37999998,3/25/2010,2010,2010-Q1,/company/message-systems,http://www.messagesystems.com
uTest,software,In-the-wild software testing,"software-testing, software-qa, testing, qa, mobile-testing, web-testing, desktop-testing, software-quality",8/1/2007,USA,MA,Boston,37800000,10/1/2007,2007,2007-Q4,/company/utest,http://www.utest.com
Open-Xchange,software,Software for SaaS Provider ,"collaboration-software, messaging-software, shared-calendar, virtual-office, email-software",1/1/2005,USA,NY,New York,37800000,1/1/2006,2006,2006-Q1,/company/open-xchange,http://www.open-xchange.com
XDC,software,,,1/1/2004,BEL,,Liège,37608750,6/27/2006,2006,2006-Q2,/company/xdc,http://www.dcinex.com
Engine Yard,software,PaaS - Ruby-on-Rails & PHP,"ruby, rails, rubyonrails, php, node-js, hosting, applications, infrastructure, engineyard, rubinius, paas, platform-as-a-service",1/1/2006,USA,CA,SF Bay,37500000,1/1/2008,2008,2008-Q1,/company/engineyard,http://www.engineyard.com
WebVisible,software,Online advertising ,"marketing, advertising, online-advertising, online-marketing, small-business-advertising, local-advertising",1/1/2001,USA,CA,Playa VIsta,37000000,3/17/2008,2008,2008-Q1,/company/webvisible,http://www.webvisible.com
Imperva,software,Risk Management Software,,1/1/2002,USA,CA,SF Bay,37000000,4/8/2008,2008,2008-Q2,/company/imperva,http://www.imperva.com/index.html
SundaySky,software,Creator of SmartVideo,"online-video, video, automatic, personalization, video-ads, customer-engagement, video-bills",1/1/2006,USA,NY,New York,37000000,1/6/2009,2009,2009-Q1,/company/sundaysky,http://www.sundaysky.com
SpaceClaim,software,3D Software Design,,9/1/2005,USA,MA,Boston,37000000,10/14/2005,2005,2005-Q4,/company/spaceclaim,http://www2.spaceclaim.com
Transera Communications,software,on-demand contact center software,on-demand-contact-center-software,1/1/2004,USA,CA,SF Bay,37000000,3/12/2009,2009,2009-Q1,/company/transera-communications,http://www.transerainc.com
Pelican Imaging,software,Computational Cameras,,1/1/2008,USA,CA,SF Bay,37000000,8/11/2009,2009,2009-Q3,/company/pelican-imaging,http://www.pelicanimaging.com
Apttus,software,"CRM SaaS Pricing, Quoting, and Contracts","saas, salesforce, crm, cpq, contract-management, approvals, proposals, renewal-management, supplier-management, quote-to-cash, proposal-management, c2c, ctc, configure-price-quote, clm, contract-lifecycle-management, customer-relationship-management, soft",1/1/2006,USA,CA,SF Bay,37000000,9/17/2013,2013,2013-Q3,/company/apttus,http://www.apttus.com
Vringo,software,,"video, ringtones, mobile, phones",1/1/2006,USA,NY,New York,36982000,7/1/2007,2007,2007-Q3,/company/vringo,http://www.vringoinc.com
Embedded Internet Solutions,software,embedded software ,,,CHN,,Guangdong,36640000,1/4/2009,2009,2009-Q1,/company/embedded-internet-solutions,http://www.embisoft.com
CloudPay.net,software,,"payroll, hr",,GBR,,Salisbury Wilts,36450000,12/17/2008,2008,2008-Q4,/company/cloudpay-2,http://www.cloudpay.net
SupportSpace,software,software and technology consultants,"techsupport, remotesupport, onlinesupport, workforce, virtualworkforce, technologyconsulting, collaboration, softwareconsulting",9/1/2006,USA,CA,SF Bay,36250000,10/24/2006,2006,2006-Q4,/company/support-space,http://www.supportspace.com
Cotendo,software,CDN & Site Acceleration Provider,"content-delivery-network, cdn, dynamic-site-acceleration, dsa, monitoring, cdn-load-balancing, whole-site-acceleration, site-assure, web-application-acceleration, dynamic-content-acceleration",1/1/2008,USA,CA,SF Bay,36000000,1/1/2008,2008,2008-Q1,/company/cotendo,http://www.cotendo.com
Plex Systems,software,Manufacturing Saas,,1/1/1995,USA,MI,Auburn Hlls,36000000,11/9/2009,2009,2009-Q4,/company/plex-systems,http://www.plex.com
Hatteras Networks,software,business services to business locations,,1/1/2000,USA,NC,Raleigh-Durham,36000000,6/1/2006,2006,2006-Q2,/company/hatteras-networks,http://www.hatterasnetworks.com
eBaoTech,software,,,1/1/2000,CHN,,Shanghai,36000000,2/5/2013,2013,2013-Q1,/company/ebaotech,http://www.ebaotech.com
BDNA,software,The IT Genome Company,,1/1/2000,USA,CA,SF Bay,35869729,10/31/2007,2007,2007-Q4,/company/bdna,http://www.bdna.com
Mediaspectrum,software,,,,USA,MA,Boston,35800000,7/24/2013,2013,2013-Q3,/company/mediaspectrum,http://www.mediaspectrum.net
Jumio,software,Inventor of Netswipe and Netverify,internet-payment-startup-daniel-mattes-austria-california,1/5/2010,USA,CA,SF Bay,35345881,1/12/2012,2012,2012-Q1,/company/jumio,http://www.jumio.com
